address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.name,field_office.field_office,field_office.id,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.phone,image_url,name,phone,wikipedia.page_url,wikidata.page_url,osm.url,osm.latitude,osm.longitude,page_updated_date,population.male.allowed,population.male.criminal,population.male.non_criminal,population.female.allowed,population.female.criminal,population.female.non_criminal,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,facility_type.id,facility_type.housing.mandatory,facility_type.housing.guaranteed_min,facility_type.description,facility_type.expanded_name,inspection.last_date,inspection.last_rating,avg_stay_length
NE,"",PLATTSMOUTH,68048,336 MAIN STREET,Fort Snelling - ERO,St Paul Field Office,SPM,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,(612) 843-8600,"",CASS COUNTY JAIL,"",https://en.wikipedia.org/wiki/Ripsaw_%28newspaper%29,"",https://www.openstreetmap.org/?mlat=41.0111979&mlon=-95.8862157&zoom=15,41.0111979,-95.8862157,,true,4.47619047619048,2.08630952380952,true,0.0119047619047619,0.699404761904762,0.446428571428571,0.702380952380952,0.705357142857143,5.41964285714286,USMS IGA,5.26190476190476,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,,18.9438202247191
TX,United States,Robstown,78380,4909 Farm to Market Road,Harlingen - ERO,Harlingen Field Office,HLG,TX,United States,Harlingen,78552,1717 Zoy Street,"",Harlingen.Outreach@ice.dhs.gov,(956) 389-7884,https://www.ice.gov/assets/pages/detention/facilities/coastalBend.jpg,COASTAL BEND DETENTION FACILITY,(361) 767-3400,https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Atlanta,"",https://www.openstreetmap.org/?mlat=27.7903032&mlon=-97.6688843&zoom=15,27.7903032,-97.6688843,2025-02-10T10:57:19.000000+0000,true,7.96428571428575,23.3898809523808,false,0.767857142857143,3.21130952380953,1.53571428571428,1.64880952380952,1.95833333333333,30.190476190476,USMS IGA,30.5297619047618,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-02-06,Pass,4.19769831483765
AZ,United States,Florence,85232,1100 Bowling Road,Phoenix - ERO,Phoenix Field Office,PHO,AZ,United States,Phoenix,85004,2035 N. Central Avenue,"",Phoenix.Outreach@ice.dhs.gov,(602) 257-5900,https://www.ice.gov/sites/default/files/images/detention/ccaflaz.jpg,"CCA, FLORENCE CORRECTIONAL CENTER","",https://en.wikipedia.org/wiki/Florence_Correctional_Center,"",https://www.openstreetmap.org/?mlat=33.0314508&mlon=-111.3873430&zoom=15,33.0314508,-111.3873430,2025-02-10T10:49:24.000000+0000,true,283.184523809525,184.044642857143,false,0.0,0.0178571428571429,45.3452380952381,18.5505952380952,21.0982142857143,382.252976190477,USMS IGA,346.383928571429,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2024-12-12,Pass,56.2655775075988
TX,United States,Taylor,76574,1001 Welch Street,San Antonio - ERO,San Antonio Field Office,SNA,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,"",SanAntonio.Outreach@ice.dhs.gov,(210) 283-4750,https://www.ice.gov/sites/default/files/images/detention/ccahutx.jpg,T DON HUTTO DETENTION CENTER,"",https://en.wikipedia.org/wiki/T._Don_Hutto_Residential_Center,"",https://www.openstreetmap.org/?mlat=30.5728854&mlon=-97.4141053&zoom=15,30.5728854,-97.4141053,2025-02-10T14:06:31.000000+0000,true,232.437500000001,196.181547619048,false,0.0,0.136904761904762,67.3928571428572,52.8839285714286,92.5833333333332,215.895833333334,DIGSA,335.678571428573,461,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Inter-governmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,2024-12-19,Pass,49.9232365145228
OH,United States,Youngstown,44505,2240 Hubbard Road,Detroit - ERO,Detroit Field Office,DET,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,(313) 771-6601,https://www.ice.gov/sites/default/files/2025-08/detFacNEOCC.jpg,NORTHEAST OHIO CORRECTIONAL CENTER,"",https://en.wikipedia.org/wiki/Northeast_Ohio_Correctional_Center,https://www.wikidata.org/wiki/Q48804599,https://www.openstreetmap.org/?mlat=41.1035786&mlon=-80.6520161&zoom=15,41.1035786,-80.6520161,2025-08-20T04:10:42.000000+0000,true,32.8720238095238,86.4702380952376,false,0.0,0.0178571428571429,6.97023809523809,3.37797619047619,4.29464285714286,104.717261904761,USMS IGA,86.8869047619042,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,"",24.9929203539823
CA,United States,San Diego,92154,7488 Calzada de la Fuente,San Diego - ERO,San Diego Field Office,SND,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,(619) 436-0410,https://www.ice.gov/assets/pages/detention/facilities/otayMesa.png,OTAY MESA DETENTION CENTER,"",https://en.wikipedia.org/wiki/Otay_Mesa_Detention_Center,https://www.wikidata.org/wiki/Q7413623,https://www.openstreetmap.org/?mlat=32.7174202&mlon=-117.1627720&zoom=15,32.7174202,-117.1627720,2025-02-19T13:25:51.000000+0000,true,204.229166666667,914.669642857154,true,19.1279761904762,244.523809523809,74.8244047619047,32.7708333333333,40.2202380952381,1234.73511904764,CDF,693.202380952393,750,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2024-11-07,Pass,32.4899487957519
KS,United States,Cottonwood Falls,66845,301 SOUTH WALNUT STREET,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/assets/pages/detention/facilities/chase.png,CHASE COUNTY JAIL,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,"",https://www.openstreetmap.org/?mlat=38.3722364&mlon=-96.5427845&zoom=15,38.3722364,-96.5427845,2025-07-31T14:35:21.000000+0000,true,54.2827380952381,43.7886904761904,true,3.55654761904762,4.97619047619047,7.89583333333333,4.27380952380952,7.24107142857143,87.1934523809521,IGSA,93.2380952380949,0,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,2025-03-13,Pass,22.2439644218551
MI,United States,SAULT STE MARIE,49783,325 Court Street,Detroit - ERO,Detroit Field Office,DET,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,(313) 771-6601,https://www.ice.gov/assets/pages/detention/facilities/chippewaCoCorrFac.png,CHIPPEWA COUNTY SSM,"",https://en.wikipedia.org/wiki/Kincheloe_Air_Force_Base,"",https://www.openstreetmap.org/?mlat=46.4976734&mlon=-84.3476583&zoom=15,46.4976734,-84.3476583,2025-04-03T08:08:25.000000+0000,true,10.625,21.9285714285714,true,0.0,0.0,3.35119047619048,1.03869047619048,1.00595238095238,27.1577380952381,IGSA,27.8363095238095,0,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,2025-04-03,Pass,45.2676767676768
NM,United States,Milan,87021,2000 Cibola Loop,El Paso - ERO,El Paso Field Office,ELP,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"",ElPaso.Outreach@ice.dhs.gov,(915) 225-1901,https://www.ice.gov/sites/default/files/images/detention/cibola.jpg,CIBOLA COUNTY CORRECTIONAL CENTER,"",https://en.wikipedia.org/wiki/Cibola_County_Correctional_Center,https://www.wikidata.org/wiki/Q16890398,https://www.openstreetmap.org/?mlat=35.1697175&mlon=-107.8908919&zoom=15,35.1697175,-107.8908919,2025-09-02T10:02:16.000000+0000,true,36.7202380952381,182.877976190476,false,0.0535714285714286,0.0,5.71428571428571,2.96130952380952,4.50595238095238,206.470238095238,IGSA,178.583333333334,0,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,2025-02-27,Pass,41.4899713467049
IN,United States,Jeffersonville,47130,501 EAST COURT AVE,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/2025-04/ClarkCountyJail.jpg,CLARK COUNTY JAIL (IN),"",https://en.wikipedia.org/wiki/Clark_County_Jail,"",https://www.openstreetmap.org/?mlat=38.2770227&mlon=-85.7371604&zoom=15,38.2770227,-85.7371604,2025-05-06T04:21:19.000000+0000,true,3.3125,6.97916666666667,true,7.66964285714286,14.5773809523809,2.77976190476191,1.81547619047619,1.5327380952381,26.4107142857143,USMS IGA,21.9851190476191,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,"",30.2102803738318
IN,United States,Brazil,47834,611 East Jackson Street,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/images/detention/claycin.jpg,CLAY COUNTY JUSTICE CENTER,"","","",https://www.openstreetmap.org/?mlat=39.5236520&mlon=-87.1250154&zoom=15,39.5236520,-87.1250154,2025-04-23T05:57:24.000000+0000,true,135.044642857143,108.806547619046,true,7.12202380952382,5.78571428571432,26.2797619047619,8.39285714285715,11.0625,211.02380952382,USMS IGA,188.580357142866,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-06-27,Pass,16.2249698431846
NY,United States,Plattsburgh,12901,25 McCarthy Drive,Buffalo - ERO,Buffalo Field Office,BUF,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,(716) 464-5800,https://www.ice.gov/sites/default/files/images/detention/clinton.jpg,CLINTON COUNTY JAIL,"",https://en.wikipedia.org/wiki/Roger_Clinton_Jr.,"",https://www.openstreetmap.org/?mlat=44.6960855&mlon=-73.4542915&zoom=15,44.6960855,-73.4542915,2025-07-24T08:42:31.000000+0000,true,0.440476190476191,0.809523809523809,true,1.4047619047619,2.83333333333333,0.0238095238095238,0.0,0.970238095238095,4.49404761904763,USMS IGA,4.39880952380953,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-01-16,Pass,8.39520958083832
IN,United States,Frankfort,46041,301 E Walnut Street,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/2025-04/clintonSO.jpg,CLINTON COUNTY JAIL,"",https://en.wikipedia.org/wiki/Roger_Clinton_Jr.,"",https://www.openstreetmap.org/?mlat=40.2797657&mlon=-86.5108244&zoom=15,40.2797657,-86.5108244,2025-05-06T04:26:59.000000+0000,true,3.01488095238095,3.49404761904762,true,0.172619047619048,0.994047619047619,0.773809523809524,0.342261904761905,0.0654761904761905,6.49404761904762,USMS IGA,5.92857142857143,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,"",19.8852459016393
PA,United States,McElhattan,17748,58 PINE MOUNTAIN RD,Philadelphia - ERO,Philadelphia Field Office,PHI,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,(215) 656-7164,https://www.ice.gov/sites/default/files/images/detention/clintpa.jpg,CLINTON COUNTY CORRECTIONAL FACILITY,"",https://en.wikipedia.org/wiki/Clinton_Correctional_Facility,"",https://www.openstreetmap.org/?mlat=41.1597929&mlon=-77.3613651&zoom=15,41.1597929,-77.3613651,2025-02-10T10:56:29.000000+0000,true,66.0684523809524,10.9910714285714,false,3.77678571428571,3.01785714285714,23.5505952380952,6.05059523809524,1.41071428571429,52.8422619047619,USMS IGA,67.7499999999999,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-01-16,Pass,48.9576107899807
FL,"",NAPLES,34112,3347 TAMIAMI TRAIL E,Plantation - ERO,Miami Field Office,MIA,FL,United States,Plantation,33324,865 SW 78th Avenue Suite 101,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,(954) 236-4900,"",COLLIER COUNTY NAPLES JAIL CENTER,"","","",https://www.openstreetmap.org/?mlat=26.1421976&mlon=-81.7942944&zoom=15,26.1421976,-81.7942944,,true,8.41666666666674,7.34821428571436,true,0.366071428571429,0.601190476190476,0.306547619047619,0.258928571428571,0.336309523809524,15.8303571428572,IGSA,11.8065476190477,,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,2024-12-05,Pass,2.91890440386681
KY,United States,Newport,41071,601 CENTRAL AVE,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/images/detFacCampbellCoKY.jpg,CAMPBELL CO DET CTR,(859) 431-4611,"","",https://www.openstreetmap.org/?mlat=39.0889469&mlon=-84.4919524&zoom=15,39.0889469,-84.4919524,2025-05-06T04:21:12.000000+0000,true,18.389880952381,24.6220238095238,true,0.601190476190476,5.20535714285714,2.79761904761905,3.30654761904762,4.40178571428571,38.3125,USMS IGA,32.4494047619048,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,"",33.0043103448276
WA,United States,Tacoma,98421,1623 E J STREET,Seattle - ERO,Seattle Field Office,SEA,WA,United States,Seattle,98168,12500 Tukwila International Boulevard,"",Seattle.Outreach@ice.dhs.gov,(206) 277-2000,https://www.ice.gov/sites/default/files/images/nwIPC.png,NORTHWEST ICE PROCESSSING CENTER,"",https://en.wikipedia.org/wiki/List_of_immigration_raids_and_arrests_in_the_second_Trump_presidency,"",https://www.openstreetmap.org/?mlat=47.2455013&mlon=-122.4383290&zoom=15,47.2455013,-122.4383290,2025-08-20T03:47:00.000000+0000,true,408.907738095238,634.157738095241,true,46.4107142857143,78.5446428571429,151.08630952381,42.5327380952381,30.5297619047619,943.872023809526,CDF,949.535714285718,1181,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-01-30,Pass,69.515069725596
ME,United States,Portland,04102,50 County Way,Burlington - ERO,Boston Field Office,BOS,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,(781) 359-7500,https://www.ice.gov/sites/default/files/images/detFacilityCumberland_ME.png,CUMBERLAND COUNTY JAIL,(207) 774-5939,https://en.wikipedia.org/wiki/Cumberland_County_Jail,https://www.wikidata.org/wiki/Q5193875,https://www.openstreetmap.org/?mlat=43.6573605&mlon=-70.2586618&zoom=15,43.6573605,-70.2586618,2025-02-10T14:13:25.000000+0000,true,21.2380952380952,20.5535714285714,true,4.47916666666667,8.96130952380952,7.93154761904762,1.24404761904762,3.97023809523809,42.0863095238095,USMS IGA,41.5208333333333,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2024-09-12,Pass,43.3493975903614
NE,"",DAKOTA CITY,68731,1601 BROADWAY,Fort Snelling - ERO,St Paul Field Office,SPM,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,(612) 843-8600,"",DAKOTA COUNTY JAIL,"",https://en.wikipedia.org/wiki/List_of_North_Dakota_state_prisons,"",https://www.openstreetmap.org/?mlat=42.4153516&mlon=-96.4185300&zoom=15,42.4153516,-96.4185300,,true,13.5505952380952,6.64880952380953,true,0.833333333333333,1.91666666666667,1.41666666666667,1.56547619047619,0.997023809523809,18.9702380952381,USMS IGA,18.6964285714286,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2024-12-07,Pass,16.4300791556728
TX,"",DALLAS,75202,111 WEST COMMERCE STREET,Dallas - ERO,Dallas Field Office,DAL,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"",Dallas.Outreach@ice.dhs.gov,(972) 367-2200,"",DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,"",https://en.wikipedia.org/wiki/Dimitrius_Underwood,"",https://www.openstreetmap.org/?mlat=32.7762719&mlon=-96.7968559&zoom=15,32.7762719,-96.7968559,,true,2.7232142857143,3.87797619047624,true,0.148809523809524,0.520833333333333,0.0,0.00892857142857143,0.0,7.26190476190501,USMS IGA,3.88988095238104,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2024-07-18,Pass,1.38647342995169
CO,United States,Aurora,80010,3130 OAKLAND ST,Centennial - ERO,Denver Field Office,DEN,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,(720) 873-2899,https://www.ice.gov/sites/default/files/images/detention/denicdf.jpg,DENVER CONTRACT DETENTION FACILITY,"",https://en.wikipedia.org/wiki/GEO_Group,"",https://www.openstreetmap.org/?mlat=39.7405111&mlon=-104.8309940&zoom=15,39.7405111,-104.8309940,2025-02-10T14:14:17.000000+0000,true,327.842261904762,777.047619047622,true,20.202380952381,54.4732142857143,93.9196428571428,42.0565476190476,50.4375,993.151785714284,CDF,810.907738095239,600,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-02-13,Pass,65.1419484432541
NJ,United States,Newark,07105,451 Doremus Avenue,Newark - ERO,Newark Field Office,NEW,NJ,United States,Newark,07102,970 Broad St. 11th Floor,"",Newark.Outreach@ice.dhs.gov,(862) 445-9200,https://www.ice.gov/sites/default/files/2025-05/detFacDelaney.png,DELANEY HALL DETENTION FACILITY,"",https://en.wikipedia.org/wiki/Newark_immigration_detention_center_incident,"",https://www.openstreetmap.org/?mlat=40.7356570&mlon=-74.1723667&zoom=15,40.7356570,-74.1723667,2025-09-15T09:47:56.000000+0000,true,29.1815476190476,165.556547619048,true,1.66964285714286,15.9107142857143,0.854166666666667,2.87202380952381,8.70535714285714,199.886904761905,CDF,118.9375,700,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-08-28,"",18.698902027027
WI,United States,Juneau,53039,215 WEST CENTRAL STREET,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/images/detention/dodgewi.jpg,DODGE COUNTY JAIL,"",https://en.wikipedia.org/wiki/Georgia_Trust_for_Historic_Preservation,https://www.wikidata.org/wiki/Q134296569,https://www.openstreetmap.org/?mlat=43.4055504&mlon=-88.7051037&zoom=15,43.4055504,-88.7051037,2025-08-26T12:34:43.000000+0000,true,81.3928571428571,26.4166666666667,true,0.449404761904762,0.744047619047619,16.4226190476191,7.47321428571429,5.78571428571428,79.3214285714284,USMS IGA,89.1994047619046,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-04-03,Pass,35.7836774827925
WI,"",SUPERIOR,54880,1409 HAMMOND AVENUE,Fort Snelling - ERO,St Paul Field Office,SPM,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,(612) 843-8600,"",DOUGLAS COUNTY,"","",https://www.wikidata.org/wiki/Q484398,https://www.openstreetmap.org/?mlat=46.7207737&mlon=-92.1040796&zoom=15,46.7207737,-92.1040796,,true,0.580357142857143,1.7172619047619,true,0.0386904761904762,0.241071428571429,0.0238095238095238,0.00892857142857143,0.0952380952380952,2.44940476190476,USMS IGA,1.14583333333333,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-02-10,Pending Final Rating,4.2
AZ,United States,Eloy,85131,1705 EAST HANNA RD,Phoenix - ERO,Phoenix Field Office,PHO,AZ,United States,Phoenix,85004,2035 N. Central Avenue,"",Phoenix.Outreach@ice.dhs.gov,(602) 257-5900,https://www.ice.gov/sites/default/files/images/detention/eaz.jpg,ELOY FEDERAL CONTRACT FACILITY,"",https://en.wikipedia.org/wiki/List_of_Hawaii_state_prisons,"",https://www.openstreetmap.org/?mlat=32.7551703&mlon=-111.5534930&zoom=15,32.7551703,-111.5534930,2025-04-30T04:44:51.000000+0000,true,203.958333333333,557.321428571433,true,100.648809523809,538.976190476188,117.22619047619,55.6160714285714,89.0029761904761,1139.05952380951,DIGSA,903.595238095226,900,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Inter-governmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,2024-10-31,Pass,43.888813559322
TX,United States,Eden,76837,702 E BROADWAY ST,Dallas - ERO,Dallas Field Office,DAL,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"",Dallas.Outreach@ice.dhs.gov,(972) 367-2200,https://www.ice.gov/sites/default/files/images/detention/edenDetCenter_0.jpg,EDEN DETENTION CTR,"","","",https://www.openstreetmap.org/?mlat=31.2161476&mlon=-99.8454772&zoom=15,31.2161476,-99.8454772,2025-02-10T10:58:55.000000+0000,true,17.9851190476191,107.154761904762,false,0.0148809523809524,0.220238095238095,2.24404761904762,1.375,3.13988095238095,118.616071428571,USMS IGA,77.613095238095,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-02-27,Pass,24.5151710781149
TX,United States,La Villa,78562,1330 HIGHWAY 107,Harlingen - ERO,Harlingen Field Office,HLG,TX,United States,Harlingen,78552,1717 Zoy Street,"",Harlingen.Outreach@ice.dhs.gov,(956) 389-7884,https://www.ice.gov/sites/default/files/images/detention/sa-eh.jpg,EAST HIDALGO DETENTION CENTER,"",https://en.wikipedia.org/wiki/2025_in_the_United_States,"",https://www.openstreetmap.org/?mlat=26.2986827&mlon=-97.9286117&zoom=15,26.2986827,-97.9286117,2025-02-10T10:58:31.000000+0000,true,4.7559523809524,4.25297619047621,true,0.410714285714286,0.574404761904762,2.38988095238095,0.63095238095238,0.857142857142856,6.11607142857148,USMS IGA,9.50297619047625,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-05-22,Pass,3.87243150684932
ID,United States,Mountain Home,83647,2255 E 8TH NORTH,West Valley City - ERO,Salt Lake City Field Office,SLC,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"",SaltLakeCity.Outreach@ice.dhs.gov,(801) 736-1200,https://www.ice.gov/assets/pages/detention/facilities/elmoreCoJail.jpg,ELMORE COUNTY JAIL,"","","",https://www.openstreetmap.org/?mlat=43.1329504&mlon=-115.6911970&zoom=15,43.1329504,-115.6911970,2025-02-10T11:03:22.000000+0000,true,1.05357142857143,0.294642857142857,true,0.00297619047619048,0.0238095238095238,0.0892857142857143,0.00297619047619048,0.0476190476190476,1.23511904761905,USMS IGA,0.895833333333332,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-08-20,Pending Final Rating,3.26241134751773
TX,United States,Raymondville,78580,1800 Industrial Drive,Harlingen - ERO,Harlingen Field Office,HLG,TX,United States,Harlingen,78552,1717 Zoy Street,"",Harlingen.Outreach@ice.dhs.gov,(956) 389-7884,https://www.ice.gov/sites/default/files/images/detention/elvdftx.JPG,EL VALLE DETENTION FACILITY,"",https://en.wikipedia.org/wiki/Detention_and_deportation_of_American_citizens_in_the_second_Trump_administration,https://www.wikidata.org/wiki/Q136001654,https://www.openstreetmap.org/?mlat=26.4814565&mlon=-97.7830510&zoom=15,26.4814565,-97.7830510,2025-09-02T07:33:33.000000+0000,true,153.291666666666,296.223214285714,true,26.6934523809524,377.592261904762,38.0982142857143,24.3095238095238,28.3214285714286,763.071428571439,DIGSA,599.755952380961,600,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Inter-governmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,2025-03-06,Pass,33.6144850498339
NJ,United States,Elizabeth,07201,625 Evans Street,Newark - ERO,Newark Field Office,NEW,NJ,United States,Newark,07102,970 Broad St. 11th Floor,"",Newark.Outreach@ice.dhs.gov,(862) 445-9200,https://www.ice.gov/sites/default/files/images/detention/elzicdf.jpg,ELIZABETH CONTRACT DETENTION FACILITY,"",https://en.wikipedia.org/wiki/Donna_Texas_Port_of_Entry,"",https://www.openstreetmap.org/?mlat=40.6639916&mlon=-74.2107006&zoom=15,40.6639916,-74.2107006,2025-05-15T10:00:16.000000+0000,true,64.6547619047614,214.21428571429,true,1.88392857142857,16.4077380952381,5.64583333333334,8.47321428571428,12.6190476190476,270.422619047629,CDF,203.616071428577,285,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2024-12-05,Pass,17.2136004039724
