_repaired_record,address.administrative_area,address.country,address.locality,address.other_localities,address.other_postal_codes,address.other_streets,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.source_urls,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,inspection.details.0.date,inspection.details.0.url,inspection.details.0.text,image_url,osm.latitude,osm.longitude,osm.url,name,other_names,other_phones,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,source_urls,vera_id,wikipedia.page_url,wikidata.page_url
false,NY,United States,Plattsburgh,"","","",12901,25 McCarthy Drive,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,https://www.ice.gov/contact/field-offices?page=0&exposed_form_display=1,(716) 464-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-06-06 00:00:00,Pass,,,,https://www.ice.gov/sites/default/files/images/detention/clinton.jpg,44.7204627,-73.4674720,https://www.openstreetmap.org/way/789704211,CLINTON COUNTY JAIL,"","",2026-02-05T05:03:25.000000+0000,"",2.709677419,true,0,2.070866,true,0.055118,1.76378,0.732283,0,0.055118,0.023622,0.015748,3.795276,3.740157,0.070866,0.031496,0.047244,0.0551181.7637802.070866,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/clinton-county-jail","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,IN,United States,Frankfort,"","","",46041,301 E Walnut Street,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,"",Scheduled FY27,"","Nov. 15-17, 2016","","",https://www.ice.gov/sites/default/files/2025-04/clintonSO.jpg,40.2791154,-86.5087576,https://www.openstreetmap.org/way/884723096,CLINTON COUNTY JAIL,"","",2025-12-16T13:29:20.000000+0000,"",5.182,true,2.606299,4.944882,true,7.708661,10.826772,17.889764,0,5.677165,4.07874,2.007874,14.322835,11.976378,4.551181,3.976378,5.582677,7.70866110.8267722.6062994.944882,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/clinton-county-so","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,TX,United States,Robstown,"","","",78380,4909 Farm to Market Road,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,ODO OASIP,2025-02-06 00:00:00,Pass,"Feb. 25-27, 2020","","",https://www.ice.gov/assets/pages/detention/facilities/coastalBend.jpg,27.7356927,-97.7543028,https://www.openstreetmap.org/way/1391720432,COASTAL BEND DETENTION FACILITY,"","",2025-12-16T13:28:38.000000+0000,"",5.608478803,true,1.976378,8.559055,true,7.299213,37.417323,38.929134,0,3.866142,2.409449,4.795276,44.181102,37.645669,8.07874,6.740157,2.787402,7.29921337.4173231.9763788.559055,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/coastal-bend-detention-center","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,FL,"",NAPLES,"","","",34112,3347 TAMIAMI TRAIL E,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,https://www.ice.gov/contact/field-offices?page=4&exposed_form_display=1,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-05 00:00:00,Pass,,,,"",26.1257654,-81.7651214,https://www.openstreetmap.org/way/376207959,COLLIER COUNTY JAIL,COLLIER COUNTY NAPLES JAIL CENTER,"",,"",4.98379409,true,0.614173,6.496063,true,9.370079,25.84252,14.503937,,4.125984,5.606299,9.653543,22.937008,24.724409,6.19685,7.393701,4.007874,9.37007925.842520.6141736.496063,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/Dominic_Fike,""
true,OH,"",STRYKER,"","","",43557,3151 COUNTY ROAD 2425,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,,,,"",41.5036623,-84.4141164,https://www.openstreetmap.org/?mlat=41.5036623&mlon=-84.4141164,CORRECTIONS CENTER OF NORTHWEST OHIO,CORR. CTR OF NORTHWEST OHIO,"",,"",39.035,false,2.244094,30.700787,true,4.417323,36.606299,35.062992,,2.362205,0.330709,6.267717,65.007874,63.031496,5.811024,2.88189,2.244094,4.41732336.6062992.24409430.700787,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,MN,"",BRAINERD,"","","",56401,313 LAUREL ST,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,,,,"",46.3567852,-94.2052846,https://www.openstreetmap.org/way/824180377,CROW WING COUNTY JAIL,"","",,"",11.062146893,true,0.692913,3.433071,true,6.433071,13.149606,9.700787,,5.929134,1.968504,0.440945,15.370079,10.637795,6.80315,4.88189,1.385827,6.43307113.1496060.6929133.433071,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/Crow_Wing_County_Courthouse_and_Jail,""
false,NE,"",DAKOTA CITY,"","","",68731,1601 BROADWAY,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-07 00:00:00,Pass,,,,"",42.4152830,-96.4188700,https://www.openstreetmap.org/way/14057699,DAKOTA COUNTY JAIL,"","",,"",22.212121212,true,1.866142,2.653543,true,9.653543,13.598425,17.88189,,5.291339,4,7.055118,11.425197,9.952756,6.220472,8.818898,2.779528,9.65354313.5984251.8661422.653543,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,TX,"",DALLAS,"","","",75202,111 WEST COMMERCE STREET,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-18 00:00:00,Pass,,,,"",32.7746483,-96.8243069,https://www.openstreetmap.org/way/599564465,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,"","",,"",0.75,true,0,0,true,0.007874,1.015748,0.015748,,0.007874,0,0,1.015748,1.023622,0,0,0,0.0078741.01574800,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,KY,United States,Owensboro,"","","",42303,3337 Highway 144,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,"",,"",,,,https://www.ice.gov/sites/default/files/2025-10/detFacDavissCo.jpg,37.7742152,-87.1133304,https://www.openstreetmap.org/?mlat=37.7742152&mlon=-87.1133304,DAVIESS COUNTY DETENTION,"","",2025-12-16T13:27:23.000000+0000,"",23.755102041,true,0,1.15748,true,7,19.023622,12.15748,0,3.377953,5.102362,6.15748,12.543307,10.677165,4.015748,6.488189,6,719.02362201.15748,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/daviess-county-detention-center","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,UT,"",FARMINGTON,"","","",84025,800 WEST STATE STREET,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,https://www.ice.gov/contact/field-offices?page=7&exposed_form_display=1,(801) 736-1200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,,,,"",40.9804423,-111.8874688,https://www.openstreetmap.org/?mlat=40.9804423&mlon=-111.8874688,DAVIS COUNTY,"","",,"",3.357142857,true,0.03937,0.417323,true,1.409449,2.692913,2.889764,,0.992126,0.787402,0.811024,1.968504,2.070866,1.84252,0.362205,0.283465,1.4094492.6929130.039370.417323,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"","",https://www.wikidata.org/wiki/Q26631
false,NJ,United States,Newark,"","","",07105,451 Doremus Avenue,NJ,United States,Newark,07102,970 Broad St. 11th Floor,New Jersey,Newark.Outreach@ice.dhs.gov,Newark Field Office,NEW,Newark - ERO,https://www.ice.gov/contact/field-offices?page=4&exposed_form_display=1,(862) 445-9200,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-08-28 00:00:00,Pass,"Jan. 29-31, 2013","","",https://www.ice.gov/sites/default/files/2025-05/detFacDelaney.png,40.7180549,-74.1287016,https://www.openstreetmap.org/way/1385936808,DELANEY HALL DETENTION FACILITY,"","",2025-12-16T13:27:12.000000+0000,"",19.210278683,true,2.307087,54.992126,true,65.834646,784.740157,363.677165,700,5.968504,25.826772,66.84252,809.236221,799.76378,105.173228,2.251969,0.685039,65.834646784.7401572.30708754.992126,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/delaney-hall-detention-facility","",https://en.wikipedia.org/wiki/List_of_deaths_in_ICE_detention,""
true,CO,United States,Aurora,"","",3130 North Oakland Street,80010,3130 OAKLAND ST,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(720) 873-2899,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-02-13 00:00:00,Pass,"Mar. 22-24, 2022","","",https://www.ice.gov/sites/default/files/images/detention/denicdf.jpg,39.7599698,-104.8490663,https://www.openstreetmap.org/way/1426439878,DENVER CONTRACT DETENTION FACILITY,"","",2025-12-16T13:27:02.000000+0000,"",47.273360205,true,25.708661,83.102362,true,292.929134,848.19685,550.354331,600,152.566929,84.031496,119.472441,893.866142,556.11811,270.133858,274.283465,149.401575,292.929134848.1968525.70866183.102362,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/aurora-contract-detention-facility","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,GU,United States,Hagatna,"","","",96910,203 Aspinall Avenue,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,https://www.ice.gov/contact/field-offices?page=6&exposed_form_display=1,(415) 365-8800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-14 00:00:00,Pass,,,,https://www.ice.gov/assets/pages/detention/facilities/guam.png,13.4759906,144.7504835,https://www.openstreetmap.org/way/1243438503,DEPARTMENT OF CORRECTIONS HAGATNA,"","",2025-12-17T02:28:12.000000+0000,"",35.958333333,false,0.047244,0.653543,true,4.480315,11.181102,4.03937,0,4.354331,0.173228,0,11.834646,1.346457,10.125984,4.503937,0.385827,4.48031511.1811020.0472440.653543,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=3&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/guam-department-corrections-hagatna-detention-facility","",https://en.wikipedia.org/wiki/Guam_Department_of_Corrections,""
false,CA,United States,Adelanto,"","","",92301,10450 Rancho Road,CA,United States,Los Angeles,90012,300 North Los Angeles St. Room 7631,"Los Angeles Metropolitan Area (Counties of Los Angeles, Orange, Riverside, San Bernardino), and Central Coast (Counties of Ventura, Santa Barbara and San Luis Obispo)",LosAngeles.Outreach@ice.dhs.gov,Los Angeles Field Office,LOS,Los Angeles - ERO,https://www.ice.gov/contact/field-offices?page=3&exposed_form_display=1,(213) 830-7911,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-02-27 00:00:00,Pass,,,,https://www.ice.gov/sites/default/files/images/detention/desertView.png,34.5599404,-117.4372813,https://www.openstreetmap.org/way/624535462,DESERT VIEW ANNEX,"","",2026-01-05T05:36:42.000000+0000,"",53.575949367,false,0,0,true,43.291339,372.905512,165.527559,480,10.149606,19.661417,38.133858,348.251968,329.07874,49.212598,31.062992,6.84252,43.291339372.90551200,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=1&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/desert-view-annex","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,OK,"",WATONGA,"","","",73772,ROUTE 2 BOX 336,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(972) 367-2200,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,,Scheduled FY26,,,,,"",35.8483867,-98.4133205,https://www.openstreetmap.org/?mlat=35.8483867&mlon=-98.4133205,DIAMONDBACK CORR FACILITY,"","",,"",9.433333333,true,0.834646,25.330709,true,18.913386,80.574803,28.755906,1200,13.228346,4.700787,9.527559,98.196851,90.850394,7.125984,16.440945,11.23622,18.91338680.5748030.83464625.330709,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"","",""
true,TX,United States,Dilley,"","",300 El Rancho Way ,78017,300 EL RANCHO WAY,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,https://www.ice.gov/contact/field-offices?page=6&exposed_form_display=1,(210) 283-4750,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,"",,"",,,,https://www.ice.gov/sites/default/files/styles/medium/public/images/dilley-tx.jpg,28.6695971,-99.1672017,https://www.openstreetmap.org/?mlat=28.6695971&mlon=-99.1672017,DILLEY PROCESSING SINGLE ADULT FEMALE,"","",2025-12-16T13:26:38.000000+0000,"",56.822580645,true,3.566929,190.708661,false,0,0,42.070866,400,1.370079,3.377953,5.047244,184.480315,161.551181,32.070866,0.653543,0,003.566929190.708661,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=2&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/dilley-immigration-processing-center","",https://en.wikipedia.org/wiki/Timeline_of_events_related_to_migrant_children%27s_detention_centers_in_the_United_States,""
true,WI,United States,Juneau,"","",216 W. Center Street,53039,215 WEST CENTRAL STREET,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-04-03 00:00:00,Pass,"Mar. 4, 2022","","",https://www.ice.gov/sites/default/files/images/detention/dodgewi.jpg,43.4055504,-88.7051037,https://www.openstreetmap.org/?mlat=43.4055504&mlon=-88.7051037,DODGE COUNTY JAIL,"","",2025-12-16T13:26:27.000000+0000,"",24.801125704,true,0,0,true,47.007874,54.267717,60.220472,0,23.133858,12.362205,16.275591,49.503937,37.645669,7.023622,37.811024,18.795276,47.00787454.26771700,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=2&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/dodge-detention-facility","",https://en.wikipedia.org/wiki/Georgia_Trust_for_Historic_Preservation,https://www.wikidata.org/wiki/Q134296569
false,NM,"",LAS CRUCES,"","","",88004,1850 COPPER LOOP,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(915) 225-1901,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,,,,,,"",32.3027055,-106.8057985,https://www.openstreetmap.org/way/799467942,DONA ANA COUNTY DETENTION CENTER,"","",,"",0.666666667,true,1,0,true,0.007874,0.007874,0.015748,,0,0.007874,0,1.007874,0.007874,0,1.007874,0,0.0078740.00787410,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,WI,"",SUPERIOR,"","","",54880,1409 HAMMOND AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,"Jul. 24-26, 2019","","","",46.7214838,-92.0985348,https://www.openstreetmap.org/way/374783474,DOUGLAS COUNTY,"","",,"",35.636363636,true,0.094488,4.212598,true,3.700787,19.251969,13.251969,,0.228346,1.228346,3.700787,22.102362,13.377953,10.574803,3.181102,0.125984,3.70078719.2519690.0944884.212598,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"","",https://www.wikidata.org/wiki/Q484395
true,TX,United States,La Villa,"","",1300 E Hwy 107,78562,1330 HIGHWAY 107,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-08-22 00:00:00,Pass,"Aug. 2-4, 2016","","",https://www.ice.gov/sites/default/files/images/detention/sa-eh.jpg,26.2986827,-97.9286117,https://www.openstreetmap.org/?mlat=26.2986827&mlon=-97.9286117,EAST HIDALGO DETENTION CENTER,"","",2026-02-05T05:12:44.000000+0000,"",2.838709677,true,0.070866,0.015748,true,3.023622,0.094488,3.102362,0,2.188976,0.692913,0.220472,0.102362,0.480315,0.811024,1.212598,0.700787,3.0236220.0944880.0708660.015748,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=2&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/east-hidalgo-detention-center","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,TX,United States,Eden,"","",704 E Broadway Street,76837,702 E BROADWAY ST,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-27 00:00:00,Pass,,,,https://www.ice.gov/sites/default/files/images/detention/edenDetCenter_0.jpg,31.2175083,-99.8339599,https://www.openstreetmap.org/way/267600858,EDEN DETENTION CTR,"","",2025-12-17T02:29:03.000000+0000,"",31.536370316,false,0.007874,0,true,50.314961,435.070866,275.84252,0,11.07874,17.338583,34.937008,422.03937,411.724409,65.748031,6.362205,1.559055,50.314961435.0708660.0078740,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=2&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/eden-detention-center","","",""
true,TX,"",EL PASO,"","","",79901,601 E OVERLAND,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(915) 225-1901,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,,,,"",31.7585318,-106.4831449,https://www.openstreetmap.org/way/355196404,EL PASO COUNTY DETENTION FACILITY,"","",,"",0.159090909,true,0,0,true,0.047244,2.062992,0.102362,,0,0.047244,0,2.062992,2.110236,0,0,0,0.0472442.06299200,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_deaths_in_ICE_detention,""
true,TX,United States,El Paso,"","",8915 Montana Avenue,79925,8915 MONTANA AVE,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(915) 225-1901,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-02-13 00:00:00,Pass,"Mar. 6-8, 2012","","",https://www.ice.gov/sites/default/files/images/detention/epc.jpg,31.7955926,-106.3696348,https://www.openstreetmap.org/way/473907911,EL PASO SERVICE PROCESSING CENTER,"","",2026-01-23T08:37:41.000000+0000,"",47.782932417,true,47.173228,174.03937,true,188.165354,396,337.031496,450,108.700787,59.496063,93.244094,543.937008,417.858268,141.748031,152.527559,93.244094,188.16535439647.173228174.03937,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=2&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/el-paso-service-processing-center","",https://en.wikipedia.org/wiki/2019_El_Paso_Walmart_shooting,""
