address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
NM,"",LAS CRUCES,88004,1850 COPPER LOOP,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",32.3140354,32.3140354,https://www.openstreetmap.org/?mlat=32.3140354&mlon=-106.7798070&zoom=15,DONA ANA COUNTY DETENTION CENTER,,"", ,true,0,0,true,1,0,0, ,0,0,0,1,0,0,1,0,1,"",https://en.wikipedia.org/wiki/New_Mexico_Corrections_Department,""
WI,"",SUPERIOR,54880,1409 HAMMOND AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",46.7207737,46.7207737,https://www.openstreetmap.org/?mlat=46.7207737&mlon=-92.1040796&zoom=15,DOUGLAS COUNTY,,"",10,true,0,0,true,2,20,9, ,0,0,3,20,12,8,2,0,22,"","",https://www.wikidata.org/wiki/Q484398
TX,United States,La Villa,78562,1330 HIGHWAY 107,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-05-22 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sa-eh.jpg,26.2986827,26.2986827,https://www.openstreetmap.org/?mlat=26.2986827&mlon=-97.9286117&zoom=15,EAST HIDALGO DETENTION CENTER,2025-02-10T10:58:31.000000+0000,"",3,true,0,0,true,2,0,2, ,1,1,0,1,1,1,1,0,2,"",https://en.wikipedia.org/wiki/Deportation_in_the_second_Trump_administration,""
WV,"",MARTINSBURG,25401,94 GRAPEVINE RD,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",39.4562528,39.4562528,https://www.openstreetmap.org/?mlat=39.4562528&mlon=-77.9639604&zoom=15,EASTERN REGIONAL JAIL,,"",2,true,0,0,true,1,8,3, ,0,0,0,9,7,1,0,0,9,"",https://en.wikipedia.org/wiki/West_Virginia_Division_of_Corrections_and_Rehabilitation,""
TX,United States,Eden,76837,702 E BROADWAY ST,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/edenDetCenter_0.jpg,31.2161476,31.2161476,https://www.openstreetmap.org/?mlat=31.2161476&mlon=-99.8454772&zoom=15,EDEN DETENTION CTR,2025-02-10T10:58:55.000000+0000,"",35,false,0,1,true,58,349,230, ,6,7,23,372,340,59,9,1,408,"","",""
TX,"",EL PASO,79901,601 E OVERLAND,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",31.7601164,31.7601164,https://www.openstreetmap.org/?mlat=31.7601164&mlon=-106.4870404&zoom=15,EL PASO COUNTY DETENTION FACILITY,,"",0,true,0,0,true,0,3,0, ,0,0,0,3,3,0,0,0,3,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
TX,United States,El Paso,79925,8915 MONTANA AVE,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-02-15 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/epc.jpg,31.7601164,31.7601164,https://www.openstreetmap.org/?mlat=31.7601164&mlon=-106.4870404&zoom=15,EL PASO SERVICE PROCESSING CENTER,2025-09-25T06:14:06.000000+0000,"",10,true,62,167,true,233,363,432,450,116,59,105,546,391,167,162,106,825,"",https://en.wikipedia.org/wiki/2019_El_Paso_Walmart_shooting,""
TX,United States,Raymondville,78580,1800 Industrial Drive,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/elvdftx.JPG,26.4814565,26.4814565,https://www.openstreetmap.org/?mlat=26.4814565&mlon=-97.7830510&zoom=15,EL VALLE DETENTION FACILITY,2025-09-02T07:33:33.000000+0000,"",55,true,27,343,true,131,384,501,600,63,32,42,748,688,78,74,45,885,"",https://en.wikipedia.org/wiki/Detention_and_deportation_of_American_citizens_in_the_second_Trump_administration,https://www.wikidata.org/wiki/Q136001654
NJ,United States,Elizabeth,07201,625 Evans Street,NJ,United States,Newark,07102,970 Broad St. 11th Floor,New Jersey,Newark.Outreach@ice.dhs.gov,Newark Field Office,NEW,Newark - ERO,(862) 445-9200,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-05 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/elzicdf.jpg,40.6639916,40.6639916,https://www.openstreetmap.org/?mlat=40.6639916&mlon=-74.2107006&zoom=15,ELIZABETH CONTRACT DETENTION FACILITY,2025-05-15T10:00:16.000000+0000,"",14,true,3,23,true,46,214,151,285,12,7,10,256,168,47,43,29,286,"",https://en.wikipedia.org/wiki/Donna_Texas_Port_of_Entry,""
ID,United States,Mountain Home,83647,2255 E 8TH NORTH,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-08-20 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/elmoreCoJail.jpg,43.1329504,43.1329504,https://www.openstreetmap.org/?mlat=43.1329504&mlon=-115.6911970&zoom=15,ELMORE COUNTY JAIL,2025-02-10T11:03:22.000000+0000,"",3,true,0,1,true,3,6,4, ,0,1,1,8,4,4,2,0,10,"","",""
AZ,"",ELOY,85131,1705 EAST HANNA RD,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-31 00:00:00,Pass,"",32.7551703,32.7551703,https://www.openstreetmap.org/?mlat=32.7551703&mlon=-111.5534930&zoom=15,ELOY FEDERAL CONTRACT FACILITY,,"",22,true,97,412,true,225,575,585,900,136,85,107,981,812,148,200,150,1309,"",https://en.wikipedia.org/wiki/CoreCivic,""
PA,"",ERIE,16503,1618 Ash Street,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-20 00:00:00,Pass,"",42.1294712,42.1294712,https://www.openstreetmap.org/?mlat=42.1294712&mlon=-80.0852695&zoom=15,ERIE COUNTY JAIL,,"",17,false,0,0,true,1,12,8, ,0,0,0,13,4,9,0,0,13,"",https://en.wikipedia.org/wiki/Sandusky_Library,https://www.wikidata.org/wiki/Q5388293
TX,"",EL PASO,79936,11541 Montana Avenue,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility, , , ,"",31.8072184,31.8072184,https://www.openstreetmap.org/?mlat=31.8072184&mlon=-106.2230394&zoom=15,ERO EL PASO CAMP EAST MONTANA,,"",7,true,29,202,true,520,2027,1269, ,195,128,213,2241,1778,420,403,176,2778,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
AL,"",GADSDEN,35901,827 FORREST AVENUE,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,,Pass,"",34.0128323,34.0128323,https://www.openstreetmap.org/?mlat=34.0128323&mlon=-86.0030251&zoom=15,ETOWAH COUNTY JAIL,,"",7,false,3,14,true,14,57,31, ,1,1,1,86,52,15,15,6,88,"",https://en.wikipedia.org/wiki/60_Days_In,""
VA,United States,Farmville,23901,508 Waterworks Road,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/frmvlva.jpg,37.3024713,37.3024713,https://www.openstreetmap.org/?mlat=37.3024713&mlon=-78.3923813&zoom=15,FARMVILLE DETENTION CENTER,2025-02-10T10:44:09.000000+0000,"",48,false,0,2,true,185,531,278,459,61,31,44,582,274,239,136,69,718,"",https://en.wikipedia.org/wiki/Ralph_Northam,""
KY,"",LEXINGTON,40510,600 OLD FRANKFORD CR,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-12 00:00:00,Pass,"",38.0464066,38.0464066,https://www.openstreetmap.org/?mlat=38.0464066&mlon=-84.4970393&zoom=15,FAYETTE COUNTY DETENTION CENTER,,"",2,true,0,0,true,1,1,1, ,0,0,0,2,0,1,1,0,2,"",https://en.wikipedia.org/wiki/Steve_Nunn,""
GA,United States,Atlanta,30315,601 MCDONOUGH BOULEVARD SE,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-05/detFac_FCIAtlanta.jpg,33.7544657,33.7544657,https://www.openstreetmap.org/?mlat=33.7544657&mlon=-84.3898151&zoom=15,FCI ATLANTA,2025-05-29T03:09:16.000000+0000,"",16,true,0,0,true,49,63,74, ,4,5,3,101,45,48,15,5,112,"",https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Atlanta,""
PA,United States,Philadelphia,19106,700 ARCH ST,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/images/PHL_lrg.jpg,39.9527237,39.9527237,https://www.openstreetmap.org/?mlat=39.9527237&mlon=-75.1635262&zoom=15,FDC PHILADELPHIA,2025-05-06T04:24:22.000000+0000,"",13,true,0,0,true,8,91,33, ,2,0,1,96,73,16,5,4,99,"",https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Philadelphia,""
KS,"",GARDEN CITY,67846,304 N 9TH STREET,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Operational Review Self-Assessment,2024-01-26 00:00:00,Pass,"",37.9716898,37.9716898,https://www.openstreetmap.org/?mlat=37.9716898&mlon=-100.8726618&zoom=15,FINNEY COUNTY JAIL,,"",2,true,0,0,true,1,1,1, ,0,0,0,2,1,1,0,0,2,"",https://en.wikipedia.org/wiki/Ernest_A._Finney_Jr.,""
AZ,"",FLORENCE,85132,3250 NORTH PINAL PARKWAY,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-02-13 00:00:00,Pass,"",33.0314508,33.0314508,https://www.openstreetmap.org/?mlat=33.0314508&mlon=-111.3873430&zoom=15,FLORENCE SERVICE PROCESSING CENTER,,"",14,false,0,2,true,62,255,140,392,6,4,42,267,253,59,4,3,319,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
AZ,United States,Florence,85232,3250 NORTH PINAL PARKWAY,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,STAGING,"","",Office of Detention Oversight,2024-06-13 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/flo.jpg,33.0314508,33.0314508,https://www.openstreetmap.org/?mlat=33.0314508&mlon=-111.3873430&zoom=15,FLORENCE STAGING FACILITY,2025-09-25T06:15:31.000000+0000,"",3,false,2,13,true,71,135,152, ,18,10,16,177,100,52,42,27,221,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
GA,"",ROME,30161,2526 NEW CALHOUN HWY,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",34.2570380,34.2570380,https://www.openstreetmap.org/?mlat=34.2570380&mlon=-85.1646726&zoom=15,FLOYD COUNTY JAIL,,"",3,true,0,0,true,0,1,1, ,0,0,0,2,1,1,0,0,1,"",https://en.wikipedia.org/wiki/Fulton_County_Jail,""
GA,United States,Folkston,31537,3424 HIGHWAY 252 EAST,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/folkston_0.jpg,30.8305818,30.8305818,https://www.openstreetmap.org/?mlat=30.8305818&mlon=-82.0097846&zoom=15,FOLKSTON ANNEX IPC,2025-10-23T09:36:29.000000+0000,"",85,false,0,0,true,78,197,118,338,30,21,16,208,149,41,57,28,275,"","",""
GA,"",FOLKSTON,31537,3262 HIGHWAY 252,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement, , , ,"",30.8305818,30.8305818,https://www.openstreetmap.org/?mlat=30.8305818&mlon=-82.0097846&zoom=15,FOLKSTON D RAY ICE PROCESSING CTR,,"",22,false,1,2,true,105,596,287,1308,26,21,54,603,453,127,81,42,704,"","",""
GA,United States,Folkston,31537,3026 Hwy 252 East,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,,Pass,https://www.ice.gov/sites/default/files/images/detention/folkston.jpg,30.8305818,30.8305818,https://www.openstreetmap.org/?mlat=30.8305818&mlon=-82.0097846&zoom=15,FOLKSTON MAIN IPC,2025-10-23T09:34:48.000000+0000,"",76,false,0,2,true,213,461,307,544,65,53,73,485,306,178,137,54,676,"","",""
MN,United States,Albert Lea,56007,411 SOUTH BROADWAY AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/freebmn.jpg,43.6480127,43.6480127,https://www.openstreetmap.org/?mlat=43.6480127&mlon=-93.3682656&zoom=15,FREEBORN COUNTY ADULT DETENTION CENTER,2025-11-17T08:03:08.000000+0000,"",75,false,0,0,true,42,42,52, ,15,5,8,56,21,19,29,15,84,"","",""
IN,"",ROCHESTER,46975,2006 SWEETGUM RD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",41.0648846,41.0648846,https://www.openstreetmap.org/?mlat=41.0648846&mlon=-86.2159959&zoom=15,FULTON CO JAIL INDIANA,,"", ,true,0,0,true,1,1,1, ,0,0,0,3,1,0,1,1,2,"",https://en.wikipedia.org/wiki/60_Days_In,""
OH,United States,Chardon,44024,12450 MERRITT DR,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfGeauga.jpg,41.5824944,41.5824944,https://www.openstreetmap.org/?mlat=41.5824944&mlon=-81.2034066&zoom=15,GEAUGA COUNTY JAIL,2025-04-01T05:38:01.000000+0000,"",75,true,1,7,true,2,15,15, ,3,0,0,22,22,1,1,1,25,"",https://en.wikipedia.org/wiki/2012_Chardon_High_School_shooting,""
FL,United States,Moore Haven,33471,1297 East SR 78,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,,Pass,https://www.ice.gov/sites/default/files/images/detention/gladefl.jpg,26.8331174,26.8331174,https://www.openstreetmap.org/?mlat=26.8331174&mlon=-81.0931234&zoom=15,GLADES COUNTY DETENTION CENTER,2025-02-10T11:06:57.000000+0000,"",51,true,0,0,true,54,410,204,500,9,11,29,415,355,105,2,1,464,"",https://en.wikipedia.org/wiki/Glades_County_Detention_Center,https://www.wikidata.org/wiki/Q111181447
CA,United States,McFarland,93250,611 FRONTAGE RD,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/goldenStateD8.jpg,35.6780104,35.6780104,https://www.openstreetmap.org/?mlat=35.6780104&mlon=-119.2292748&zoom=15,GOLDEN STATE ANNEX,2025-09-05T06:36:04.000000+0000,"",266,true,0,0,true,268,355,274,560,148,41,45,389,230,60,160,173,623,"",https://en.wikipedia.org/wiki/Kent_State_Golden_Flashes,""
ND,United States,Grand Forks,58203,1701 NORTH WASHINGTON ST,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-11 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/grandForksCC.jpg,47.9252104,47.9252104,https://www.openstreetmap.org/?mlat=47.9252104&mlon=-97.0306325&zoom=15,GRAND FORKS COUNTY CORRECTIONAL FACILITY,2025-02-10T13:45:30.000000+0000,"",12,true,0,2,true,7,11,13, ,0,3,1,16,6,6,8,0,20,"",https://en.wikipedia.org/wiki/List_of_South_Carolina_state_prisons,""
KY,United States,LEITCHFIELD,42754,320 Shaw Station Road,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-22 00:00:00,Pass,https://www.ice.gov/sites/default/files/2025-08/detFacGrayson.jpg,37.4801693,37.4801693,https://www.openstreetmap.org/?mlat=37.4801693&mlon=-86.2936604&zoom=15,GRAYSON COUNTY JAIL,2025-08-20T04:07:50.000000+0000,"",21,true,26,118,true,4,3,70, ,10,8,10,123,100,14,28,10,151,"",https://en.wikipedia.org/wiki/Court_Square_Historic_District%2C_Leitchfield,""
MO,United States,Springfield,65802,1199 N HASELTINE RD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/greeneCoJail.png,37.2081729,37.2081729,https://www.openstreetmap.org/?mlat=37.2081729&mlon=-93.2922715&zoom=15,GREENE COUNTY JAIL,2025-05-06T04:21:38.000000+0000,(417) 868-4040,40,true,8,22,true,57,175,121, ,16,9,21,215,171,26,38,26,262,"",https://en.wikipedia.org/wiki/Dorial_Green-Beckham,""
