address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
IN,United States,Jeffersonville,47130,501 EAST COURT AVE,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-04/ClarkCountyJail.jpg,0,0,"",CLARK COUNTY JAIL,2025-05-06T04:21:19.000000+0000,"",44,true,9,51,true,8,24,45, ,9,1,2,79,57,17,12,6,92,"","",""
IN,United States,Brazil,47834,611 East Jackson Street,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-06-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/claycin.jpg,0,0,"",CLAY COUNTY JUSTICE CENTER,2025-11-14T09:39:05.000000+0000,"",32,true,0,2,true,76,161,94, ,18,11,19,192,113,17,63,46,239,"","",""
PA,United States,McElhattan,17748,58 PINE MOUNTAIN RD,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-01-16 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/clintpa.jpg,0,0,"",CLINTON COUNTY CORRECTIONAL FACILITY,2025-02-10T10:56:29.000000+0000,"",65,true,4,10,true,44,29,54, ,27,4,2,55,17,28,24,19,87,"","",""
NY,United States,Plattsburgh,12901,25 McCarthy Drive,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-06-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/clinton.jpg,0,0,"",CLINTON COUNTY JAIL,2025-07-24T08:42:31.000000+0000,"",9,true,0,1,true,0,1,0, ,0,0,0,2,2,0,0,0,2,"","",""
IN,United States,Frankfort,46041,301 E Walnut Street,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-04/clintonSO.jpg,0,0,"",CLINTON COUNTY JAIL,2025-05-06T04:26:59.000000+0000,"",18,true,3,6,true,7,10,19, ,4,4,1,16,13,5,2,5,26,"","",""
TX,United States,Robstown,78380,4909 Farm to Market Road,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-06 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/coastalBend.jpg,0,0,"",COASTAL BEND DETENTION FACILITY,2025-10-21T07:02:16.000000+0000,"",6,false,1,5,true,10,40,49, ,3,1,3,48,40,6,7,3,56,"","",""
FL,"",NAPLES,34112,3347 TAMIAMI TRAIL E,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-05 00:00:00,Pass,"",0,0,"",COLLIER COUNTY JAIL,,"",5,true,1,8,true,8,13,10, ,1,0,2,27,13,7,7,4,30,"","",""
OH,"",STRYKER,43557,3151 COUNTY ROAD 2425,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",CORRECTIONS CENTER OF NORTHWEST OHIO,,"",37,false,2,38,true,6,24,31, ,2,0,5,62,60,3,4,3,70,"","",""
MN,"",BRAINERD,56401,313 LAUREL ST,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",CROW WING COUNTY JAIL,,"", ,true,0,0,true,1,2,3, ,1,0,0,2,2,1,1,0,3,"","",""
ME,United States,Portland,04102,50 County Way,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-09-11 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detFacilityCumberland_ME.png,0,0,"",CUMBERLAND COUNTY JAIL,2025-02-10T14:13:25.000000+0000,(207) 774-5939,46,true,7,17,true,19,18,32, ,18,6,2,37,0,0,35,26,61,"","",""
NE,"",DAKOTA CITY,68731,1601 BROADWAY,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-07 00:00:00,Pass,"",0,0,"",DAKOTA COUNTY JAIL,,"",27,true,2,2,true,8,9,12, ,4,2,3,12,5,7,7,2,21,"","",""
TX,"",DALLAS,75202,111 WEST COMMERCE STREET,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-18 00:00:00,Pass,"",0,0,"",DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,,"",3,true,0,0,true,0,1,0, ,0,0,0,1,1,0,0,0,1,"","",""
KY,United States,Owensboro,42303,3337 Highway 144,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-10/detFacDavissCo.jpg,0,0,"",DAVIESS COUNTY DETENTION,2025-10-08T05:14:38.000000+0000,"", ,false,0,0,true,2,10,4, ,2,1,3,6,4,2,4,3,12,"","",""
UT,"",FARMINGTON,84025,800 WEST STATE STREET,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",DAVIS COUNTY,,"", ,true,0,0,true,2,3,3, ,0,0,0,4,1,3,1,0,5,"","",""
NJ,United States,Newark,07105,451 Doremus Avenue,NJ,United States,Newark,07102,970 Broad St. 11th Floor,New Jersey,Newark.Outreach@ice.dhs.gov,Newark Field Office,NEW,Newark - ERO,(862) 445-9200,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-08-28 00:00:00,Pass,https://www.ice.gov/sites/default/files/2025-05/detFacDelaney.png,0,0,"",DELANEY HALL DETENTION FACILITY,2025-09-15T09:47:56.000000+0000,"",14,true,4,53,true,70,680,331,700,2,21,41,744,683,122,2,0,807,"","",""
CO,United States,Aurora,80010,3130 OAKLAND ST,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-02-15 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/denicdf.jpg,0,0,"",DENVER CONTRACT DETENTION FACILITY,2025-11-18T08:59:14.000000+0000,"",87,true,24,76,true,341,705,530,600,139,68,91,848,449,236,303,158,1146,"","",""
GU,United States,Hagatna,96910,203 Aspinall Avenue,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-04-11 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/guam.png,0,0,"",DEPARTMENT OF CORRECTIONS HAGATNA,2025-02-10T13:46:18.000000+0000,"", ,false,0,1,true,4,10,3, ,4,0,0,11,2,9,5,0,15,"","",""
CA,United States,Adelanto,92301,10450 Rancho Road,CA,United States,Los Angeles,90012,300 North Los Angeles St. Room 7631,"Los Angeles Metropolitan Area (Counties of Los Angeles, Orange, Riverside, San Bernardino), and Central Coast (Counties of Ventura, Santa Barbara and San Luis Obispo)",LosAngeles.Outreach@ice.dhs.gov,Los Angeles Field Office,LOS,Los Angeles - ERO,(213) 830-7911,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2/29/2025,Pass,https://www.ice.gov/sites/default/files/images/detention/desertView.png,0,0,"",DESERT VIEW ANNEX,2025-09-08T05:14:54.000000+0000,"",44,false,0,0,true,52,364,195,480,7,14,26,368,332,52,25,6,416,"","",""
TX,United States,Dilley,78017,300 EL RANCHO WAY,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,FAMILY,A facility in which families are able to remain together while awaiting their proceedings,Family,Office of Detention Oversight,2025-07-24 00:00:00,Pass,https://www.ice.gov/sites/default/files/styles/medium/public/images/dilley-tx.jpg,0,0,"",DILLEY IMMIGRATION PROCESSING CENTER,2025-06-23T08:48:38.000000+0000,"",24,true,1,290,true,2,164,279,2400,1,1,2,454,451,6,0,0,457,"","",""
WI,United States,Juneau,53039,215 WEST CENTRAL STREET,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-04-03 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dodgewi.jpg,0,0,"",DODGE COUNTY JAIL,2025-08-26T12:34:43.000000+0000,"",81,true,0,0,true,55,44,56, ,13,7,14,65,28,6,47,18,99,"","",""
NM,"",LAS CRUCES,88004,1850 COPPER LOOP,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",DONA ANA COUNTY DETENTION CENTER,,"", ,true,0,0,true,1,0,0, ,0,0,0,1,0,0,1,0,1,"","",""
WI,"",SUPERIOR,54880,1409 HAMMOND AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",DOUGLAS COUNTY,,"",10,true,0,0,true,2,20,9, ,0,0,3,20,12,8,2,0,22,"","",""
TX,United States,La Villa,78562,1330 HIGHWAY 107,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-05-22 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sa-eh.jpg,0,0,"",EAST HIDALGO DETENTION CENTER,2025-02-10T10:58:31.000000+0000,"",3,true,0,0,true,2,0,2, ,1,1,0,1,1,1,1,0,2,"","",""
WV,"",MARTINSBURG,25401,94 GRAPEVINE RD,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",EASTERN REGIONAL JAIL,,"",2,true,0,0,true,1,8,3, ,0,0,0,9,7,1,0,0,9,"","",""
TX,United States,Eden,76837,702 E BROADWAY ST,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/edenDetCenter_0.jpg,0,0,"",EDEN DETENTION CTR,2025-02-10T10:58:55.000000+0000,"",35,false,0,1,true,58,349,230, ,6,7,23,372,340,59,9,1,408,"","",""
TX,"",EL PASO,79901,601 E OVERLAND,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",EL PASO COUNTY DETENTION FACILITY,,"",0,true,0,0,true,0,3,0, ,0,0,0,3,3,0,0,0,3,"","",""
TX,United States,El Paso,79925,8915 MONTANA AVE,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-02-15 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/epc.jpg,0,0,"",EL PASO SERVICE PROCESSING CENTER,2025-09-25T06:14:06.000000+0000,"",10,true,62,167,true,233,363,432,450,116,59,105,546,391,167,162,106,825,"","",""
TX,United States,Raymondville,78580,1800 Industrial Drive,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/elvdftx.JPG,0,0,"",EL VALLE DETENTION FACILITY,2025-09-02T07:33:33.000000+0000,"",55,true,27,343,true,131,384,501,600,63,32,42,748,688,78,74,45,885,"","",""
NJ,United States,Elizabeth,07201,625 Evans Street,NJ,United States,Newark,07102,970 Broad St. 11th Floor,New Jersey,Newark.Outreach@ice.dhs.gov,Newark Field Office,NEW,Newark - ERO,(862) 445-9200,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-05 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/elzicdf.jpg,0,0,"",ELIZABETH CONTRACT DETENTION FACILITY,2025-05-15T10:00:16.000000+0000,"",14,true,3,23,true,46,214,151,285,12,7,10,256,168,47,43,29,286,"","",""
ID,United States,Mountain Home,83647,2255 E 8TH NORTH,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-08-20 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/elmoreCoJail.jpg,0,0,"",ELMORE COUNTY JAIL,2025-02-10T11:03:22.000000+0000,"",3,true,0,1,true,3,6,4, ,0,1,1,8,4,4,2,0,10,"","",""
AZ,"",ELOY,85131,1705 EAST HANNA RD,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-31 00:00:00,Pass,"",0,0,"",ELOY FEDERAL CONTRACT FACILITY,,"",22,true,97,412,true,225,575,585,900,136,85,107,981,812,148,200,150,1309,"","",""
PA,"",ERIE,16503,1618 Ash Street,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-20 00:00:00,Pass,"",0,0,"",ERIE COUNTY JAIL,,"",17,false,0,0,true,1,12,8, ,0,0,0,13,4,9,0,0,13,"","",""
TX,"",EL PASO,79936,11541 Montana Avenue,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility, , , ,"",0,0,"",ERO EL PASO CAMP EAST MONTANA,,"",7,true,29,202,true,520,2027,1269, ,195,128,213,2241,1778,420,403,176,2778,"","",""
AL,"",GADSDEN,35901,827 FORREST AVENUE,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,,Pass,"",0,0,"",ETOWAH COUNTY JAIL,,"",7,false,3,14,true,14,57,31, ,1,1,1,86,52,15,15,6,88,"","",""
VA,United States,Farmville,23901,508 Waterworks Road,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/frmvlva.jpg,0,0,"",FARMVILLE DETENTION CENTER,2025-02-10T10:44:09.000000+0000,"",48,false,0,2,true,185,531,278,459,61,31,44,582,274,239,136,69,718,"","",""
KY,"",LEXINGTON,40510,600 OLD FRANKFORD CR,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-12 00:00:00,Pass,"",0,0,"",FAYETTE COUNTY DETENTION CENTER,,"",2,true,0,0,true,1,1,1, ,0,0,0,2,0,1,1,0,2,"","",""
GA,United States,Atlanta,30315,601 MCDONOUGH BOULEVARD SE,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-05/detFac_FCIAtlanta.jpg,0,0,"",FCI ATLANTA,2025-05-29T03:09:16.000000+0000,"",16,true,0,0,true,49,63,74, ,4,5,3,101,45,48,15,5,112,"","",""
PA,United States,Philadelphia,19106,700 ARCH ST,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/images/PHL_lrg.jpg,0,0,"",FDC PHILADELPHIA,2025-05-06T04:24:22.000000+0000,"",13,true,0,0,true,8,91,33, ,2,0,1,96,73,16,5,4,99,"","",""
KS,"",GARDEN CITY,67846,304 N 9TH STREET,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Operational Review Self-Assessment,2024-01-26 00:00:00,Pass,"",0,0,"",FINNEY COUNTY JAIL,,"",2,true,0,0,true,1,1,1, ,0,0,0,2,1,1,0,0,2,"","",""
AZ,"",FLORENCE,85132,3250 NORTH PINAL PARKWAY,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-02-13 00:00:00,Pass,"",0,0,"",FLORENCE SERVICE PROCESSING CENTER,,"",14,false,0,2,true,62,255,140,392,6,4,42,267,253,59,4,3,319,"","",""
AZ,United States,Florence,85232,3250 NORTH PINAL PARKWAY,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,STAGING,"","",Office of Detention Oversight,2024-06-13 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/flo.jpg,0,0,"",FLORENCE STAGING FACILITY,2025-09-25T06:15:31.000000+0000,"",3,false,2,13,true,71,135,152, ,18,10,16,177,100,52,42,27,221,"","",""
GA,"",ROME,30161,2526 NEW CALHOUN HWY,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",FLOYD COUNTY JAIL,,"",3,true,0,0,true,0,1,1, ,0,0,0,2,1,1,0,0,1,"","",""
